row_id,order_id,order_date,ship_date,ship_mode,customer_id,full_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,email,phone_number,date_of_birth,card_number,card_expiry,cvv
7344,CA-2014-168473,12/26/2014,1/1/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,tracy.blumstein@hotmail.com,432.702.6960,1978-02-25,4854774158258328,05/30,743
7345,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420.0,darrin.van.huff@gmail.com,4754940413,1988-08-02,6249029280188027,01/28,485
7346,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,73.568,4,0.2,-16.5528,darrin.van.huff@gmail.com,4754940413,1988-08-02,6249029280188027,01/28,485
7347,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584,1,0.2,1.3584,darrin.van.huff@gmail.com,4754940413,1988-08-02,6249029280188027,01/28,485
7348,CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",64.784,1,0.2,-12.147,darrin.van.huff@gmail.com,4754940413,1988-08-02,6249029280188027,01/28,485
7349,CA-2014-130421,3/3/2014,3/7/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,3,0.8,-459.6072,sam.craven@yahoo.com,(314)929-9004x5793,1989-06-02,4111382227211821,11/26,696
7350,CA-2017-142125,10/21/2017,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,38.82,6,0.0,19.41,jennifer.braxton@yahoo.com,675.354.0119,1988-09-08,6514698366525244,11/29,881
7351,CA-2017-142125,10/21/2017,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,21.9,5,0.0,10.512,jennifer.braxton@yahoo.com,675.354.0119,1988-09-08,6514698366525244,11/29,881
7352,CA-2017-141138,11/10/2017,11/16/2017,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Modesto,California,95351,West,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,0.0,43.5981,gary.hwang@hotmail.com,3357476850,1974-08-24,4414225005423549,03/29,781
7353,CA-2017-152135,3/16/2017,3/18/2017,Second Class,MG-17650,Matthew Grinstein,Home Office,United States,Lakewood,Ohio,44107,East,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,445.44,8,0.4,-81.664,matthew.grinstein@gmail.com,4149584940,1992-09-15,4572172036133095,03/26,749
7354,CA-2016-151974,9/22/2016,9/29/2016,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16.52,5,0.2,5.369,robert.dilbeck@gmail.com,(419)994-9935x870,2004-09-25,5702648248199537,10/26,974
7355,CA-2017-154102,2/6/2017,2/13/2017,Standard Class,SN-20560,Skye Norling,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,29.9,5,0.0,13.455,skye.norling@yahoo.com,316-299-5524,1991-03-19,6189553531479797,11/28,951
7356,CA-2015-139780,12/31/2015,1/2/2016,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,116.4,8,0.0,52.38,anna.häberlin@hotmail.com,861-565-8529x430,1974-01-06,4469308881417183,06/29,521
7357,CA-2016-114748,10/9/2016,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,1.408,1,0.2,0.1584,maria.zettner@gmail.com,5837785061,2002-04-07,6259198268368144,10/28,200
7358,CA-2016-114748,10/9/2016,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.568,2,0.2,0.0,maria.zettner@gmail.com,5837785061,2002-04-07,6259198268368144,10/28,200
7359,US-2014-115189,12/30/2014,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,251.964,6,0.4,-50.3928,alex.russell@gmail.com,001-296-473-3245x5445,1951-11-07,4354066170619262,04/29,776
7360,US-2014-115189,12/30/2014,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468,alex.russell@gmail.com,001-296-473-3245x5445,1951-11-07,4354066170619262,04/29,776
7361,CA-2016-163594,4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,19.44,3,0.0,9.3312,jason.fortune-@gmail.com,661-601-1072x0736,1952-10-01,4823246048972246,09/30,780
7362,CA-2016-163594,4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3,0.2,-36.441,jason.fortune-@gmail.com,661-601-1072x0736,1952-10-01,4823246048972246,09/30,780
7363,CA-2016-163594,4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734,jason.fortune-@gmail.com,661-601-1072x0736,1952-10-01,4823246048972246,09/30,780
7364,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,3,0.4,-73.7061,david.smith@hotmail.com,339-546-5847x12000,1958-02-07,4907626377484625,08/30,807
7365,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.672,8,0.2,2.6928,david.smith@hotmail.com,339-546-5847x12000,1958-02-07,4907626377484625,08/30,807
7366,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,2,0.7,-5.0512,david.smith@hotmail.com,339-546-5847x12000,1958-02-07,4907626377484625,08/30,807
7367,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292,david.smith@hotmail.com,339-546-5847x12000,1958-02-07,4907626377484625,08/30,807
7368,CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,david.smith@hotmail.com,339-546-5847x12000,1958-02-07,4907626377484625,08/30,807
7369,CA-2017-161851,4/15/2017,4/17/2017,First Class,BP-11095,Bart Pistole,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,15.57,3,0.7,-11.937,bart.pistole@hotmail.com,(547)709-5400,1973-07-15,6060128969072015,11/28,283
7370,CA-2015-110345,3/9/2015,3/11/2015,Second Class,TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-LA-10001175,Office Supplies,Labels,Avery 514,4.608,2,0.2,1.6704,toby.gnade@hotmail.com,(429)302-9601x2548,1989-02-07,6756037644497610,04/29,870
7371,CA-2014-107769,10/28/2014,11/1/2014,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Garden City,Kansas,67846,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,0.0,74.8142,bill.tyler@gmail.com,7794285889,1964-12-22,5127652678941805,04/26,332
7372,US-2017-123862,1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,153.78,11,0.0,44.5962,jamie.frazer@hotmail.com,923-564-1296x907,1987-11-24,4679407870107458,07/27,111
7373,US-2017-123862,1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3,0.0,0.6102,jamie.frazer@hotmail.com,923-564-1296x907,1987-11-24,4679407870107458,07/27,111
7374,US-2017-123862,1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,110.11,7,0.0,31.9319,jamie.frazer@hotmail.com,923-564-1296x907,1987-11-24,4679407870107458,07/27,111
7375,US-2017-123862,1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,7.89,1,0.0,3.5505,jamie.frazer@hotmail.com,923-564-1296x907,1987-11-24,4679407870107458,07/27,111
7376,CA-2017-100580,8/13/2017,8/20/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,San Diego,California,92037,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",36.024,3,0.2,11.7078,michael.kennedy@hotmail.com,+1-795-638-4494x6055,1999-12-01,6687916673205846,07/26,566
7377,US-2017-145597,11/2/2017,11/5/2017,First Class,GG-14650,Greg Guthrie,Corporate,United States,Bloomington,Illinois,61701,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54.336,4,0.2,5.4336,greg.guthrie@gmail.com,+1-600-931-5939x3018,2004-10-28,6168201876063620,12/29,604
7378,CA-2014-132787,9/19/2014,9/23/2014,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Seattle,Washington,98115,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0.0,24.9804,mike.caudle@yahoo.com,518-466-1368x01138,1984-08-29,6233380772714479,05/29,311
7379,CA-2015-136224,5/31/2015,5/31/2015,Same Day,ML-18265,Muhammed Lee,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,muhammed.lee@yahoo.com,001-543-396-0679x30011,1963-05-16,6334315718667857,07/27,799
7380,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.0,0.4074,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7381,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,14.4,5,0.0,7.056,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7382,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",149.95,5,0.0,41.986,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7383,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0.0,5.07,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7384,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3,0.0,8.4528,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7385,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,378.0,2,0.0,136.08,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7386,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,0.0,8.6436,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7387,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",373.08,6,0.0,100.7316,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7388,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336.44,14,0.0,387.5676,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7389,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3,0.0,0.2997,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4516247390082508,08/27,849
7390,CA-2017-108035,11/29/2017,12/3/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",390.368,2,0.2,48.796,ted.trevino@hotmail.com,(986)624-0784x97940,1973-01-01,5585850092377985,07/29,729
7391,CA-2017-108035,11/29/2017,12/3/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52,5,0.2,19.035,ted.trevino@hotmail.com,(986)624-0784x97940,1973-01-01,5585850092377985,07/29,729
7392,CA-2017-160031,12/4/2017,12/7/2017,Second Class,LT-16765,Larry Tron,Consumer,United States,Fairfield,Ohio,45014,East,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",74.352,3,0.2,23.235,larry.tron@gmail.com,342-796-2204x666,2003-04-18,5132255291112710,10/30,822
7393,CA-2017-147844,5/2/2017,5/6/2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,0.0,7.065,dorothy.dickinson@yahoo.com,5818619808,1970-04-01,5269830343897766,12/30,487
7394,CA-2017-147844,5/2/2017,5/6/2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,dorothy.dickinson@yahoo.com,5818619808,1970-04-01,5269830343897766,12/30,487
7395,CA-2017-147844,5/2/2017,5/6/2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",34.4,5,0.0,15.824,dorothy.dickinson@yahoo.com,5818619808,1970-04-01,5269830343897766,12/30,487
7396,CA-2016-110975,12/25/2016,12/30/2016,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,0.4,-120.0508,darren.budd@hotmail.com,986-259-7081,1985-09-27,5460384084262947,09/28,154
7397,CA-2016-110975,12/25/2016,12/30/2016,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.646,3,0.1,173.3292,darren.budd@hotmail.com,986-259-7081,1985-09-27,5460384084262947,09/28,154
7398,CA-2014-141649,9/30/2014,9/30/2014,Same Day,DM-12955,Dario Medina,Corporate,United States,Fairfield,Ohio,45014,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.408,6,0.2,59.6556,dario.medina@gmail.com,+1-631-250-8100x487,1987-08-24,4788459376687602,05/30,397
7399,CA-2014-124807,7/12/2014,7/15/2014,Second Class,ME-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,35.856,9,0.2,12.9978,max.engle@hotmail.com,529-416-6240,1971-05-24,6391377695662829,12/29,967
7400,CA-2014-124807,7/12/2014,7/15/2014,Second Class,ME-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",23.84,4,0.2,3.278,max.engle@hotmail.com,529-416-6240,1971-05-24,6391377695662829,12/29,967
7401,CA-2016-110009,9/8/2016,9/13/2016,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13,1,0.0,14.6642,toby.ritter@yahoo.com,+1-670-716-0888x31971,1996-08-15,5244795762487936,06/29,934
7402,CA-2016-110009,9/8/2016,9/13/2016,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",30.87,7,0.0,14.2002,toby.ritter@yahoo.com,+1-670-716-0888x31971,1996-08-15,5244795762487936,06/29,934
7403,CA-2017-168172,8/6/2017,8/10/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10011,East,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0.0,21.036,shahid.hopkins@gmail.com,001-842-516-1681x6562,1994-03-07,4434126048052238,05/26,124
7404,CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575,5,0.15,41.9965,claudia.bergmann@hotmail.com,475.266.4548x4434,2005-01-29,6527936280538403,04/29,565
7405,CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,122.91,3,0.0,34.4148,claudia.bergmann@hotmail.com,475.266.4548x4434,2005-01-29,6527936280538403,04/29,565
7406,CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.098,claudia.bergmann@hotmail.com,475.266.4548x4434,2005-01-29,6527936280538403,04/29,565
7407,CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",722.352,3,0.2,81.2646,claudia.bergmann@hotmail.com,475.266.4548x4434,2005-01-29,6527936280538403,04/29,565
7408,CA-2017-152079,1/20/2017,1/21/2017,First Class,ML-17410,Maris LaWare,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.176,maris.laware@gmail.com,(932)843-6577x832,1961-12-07,4981402262300882,06/30,838
7409,CA-2016-129728,5/30/2016,6/6/2016,Standard Class,JG-15310,Jason Gross,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,167.84,8,0.0,11.7488,jason.gross@hotmail.com,8999091419,1973-05-13,4129357479027351,02/26,498
7410,CA-2014-121769,4/8/2014,4/12/2014,Standard Class,JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.11,1,0.4,-94.6605,john.stevenson@yahoo.com,+1-224-615-8917x152,2006-09-11,5840225450140296,10/29,244
7411,CA-2014-103058,7/23/2014,7/24/2014,First Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,alejandro.grove@gmail.com,001-617-676-6741,1991-04-09,4386042186128771,05/30,583
7412,CA-2017-121125,5/30/2017,6/3/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,TEC-PH-10001619,Technology,Phones,LG G3,156.792,1,0.2,17.6391,michael.granlund@gmail.com,001-906-624-6453x06005,2001-06-07,5263012201860786,08/30,796
7413,CA-2017-121125,5/30/2017,6/3/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094,michael.granlund@gmail.com,001-906-624-6453x06005,2001-06-07,5263012201860786,08/30,796
7414,CA-2017-121125,5/30/2017,6/3/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,13.592,1,0.2,-0.3398,michael.granlund@gmail.com,001-906-624-6453x06005,2001-06-07,5263012201860786,08/30,796
7415,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,386.68,2,0.3,-5.524,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7416,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,379.96,5,0.2,47.495,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7417,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,539.91,3,0.4,-116.9805,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7418,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",41.24,5,0.2,13.9185,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7419,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,51.897,1,0.7,-41.5176,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7420,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,5,0.2,-138.14,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7421,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,23.16,5,0.7,-15.44,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7422,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,126.08,2,0.2,-28.368,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7423,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,449.1,3,0.7,-643.71,stewart.carmichael@gmail.com,402.599.7165,1986-09-14,6292142969330468,03/29,638
7424,CA-2017-135069,4/10/2017,4/14/2017,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,195.104,4,0.2,21.9492,bruce.stewart@hotmail.com,829-745-6274x337,1979-07-12,6348754632639464,07/28,825
